,carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
533,0.71,5,60.7,57.0,2843,0,0,1,0,0,0,0,0,0,0,0,0,1
15176,1.14,4,60.4,59.0,4884,0,0,1,0,0,0,0,0,1,0,0,0,0
13162,0.3,5,62.8,57.0,742,0,0,0,0,0,0,0,0,0,1,0,0,0
14943,0.9,3,62.9,57.0,3510,1,0,0,0,0,0,0,1,0,0,0,0,0
14282,0.58,5,60.4,57.0,2245,0,1,0,0,0,0,0,0,0,1,0,0,0
9649,0.42,5,62.0,55.0,1389,0,1,0,0,0,0,0,0,0,0,0,1,0
15382,0.33,5,61.1,56.0,675,0,0,0,0,1,0,1,0,0,0,0,0,0
6097,0.52,4,58.4,62.0,1076,0,0,1,0,0,0,0,0,1,0,0,0,0
7527,0.4,5,61.745146555006194,55.0,947,1,0,0,0,0,0,0,0,0,1,0,0,0
14048,0.55,3,61.5,56.0,2815,0,0,0,0,0,0,0,0,0,0,0,1,0
2274,1.03,5,62.3,56.0,6922,0,1,0,0,0,0,0,0,0,0,1,0,0
817,1.01,3,63.1,58.0,7448,0,0,0,0,0,0,0,0,0,0,1,0,0
10113,0.51,3,60.1,56.0,2005,0,0,1,0,0,0,0,0,0,0,0,1,0
24832,1.32,5,62.7,56.0,7037,1,0,0,0,0,0,0,0,1,0,0,0,0
3842,1.53,4,61.8,59.0,12717,0,0,1,0,0,0,0,0,0,0,1,0,0
24891,1.6,3,62.5,54.0,11537,1,0,0,0,0,0,0,0,1,0,0,0,0
4260,0.92,3,63.7,58.0,3345,0,0,0,0,1,0,0,1,0,0,0,0,0
15178,1.11,2,58.3,62.0,5361,0,0,0,0,0,1,1,0,0,0,0,0,0
13078,0.31,4,61.8,59.0,789,1,0,0,0,0,0,0,0,0,0,0,1,0
7931,0.4,5,62.2,54.0,891,0,0,0,0,0,0,0,0,0,0,1,0,0
8237,1.02,4,62.5,59.0,4907,0,0,0,0,0,0,0,0,1,0,0,0,0
13407,0.51,5,61.7,53.0,1590,1,0,0,0,0,0,0,0,0,0,1,0,0
18788,0.42,5,61.4,56.0,1235,0,0,1,0,0,0,0,0,0,0,0,1,0
23578,2.02,4,63.0,60.0,13453,0,0,0,1,0,0,0,1,0,0,0,0,0
9843,0.71,5,61.3,58.0,2368,0,0,0,1,0,0,0,1,0,0,0,0,0
18622,0.32,5,62.5,53.0,854,0,1,0,0,0,0,0,0,0,0,0,1,0
19874,0.81,5,62.3,57.0,3404,1,0,0,0,0,0,0,1,0,0,0,0,0
11753,2.02,3,62.6,58.0,13499,0,0,0,0,0,1,0,0,0,0,1,0,0
5261,0.42,3,59.4,60.0,1262,1,0,0,0,0,0,0,0,0,0,0,0,1
11626,0.5,2,61.8,62.0,1259,1,0,0,0,0,0,0,1,0,0,0,0,0
24950,1.24,5,61.5,54.0,10138,0,1,0,0,0,0,0,0,0,1,0,0,0
15181,0.73,5,61.3,57.0,2869,0,0,1,0,0,0,0,0,0,0,0,0,1
1863,0.23,2,59.9,65.0,439,1,0,0,0,0,0,0,0,0,0,0,1,0
12993,0.3,5,62.3,54.0,1013,0,0,1,0,0,0,0,0,0,0,0,1,0
14539,0.31,5,62.2,57.0,698,0,0,0,1,0,0,0,0,0,1,0,0,0
4904,0.43,5,62.1,56.0,1048,1,0,0,0,0,0,0,0,0,0,1,0,0
4516,1.0,4,62.8,58.0,4816,0,0,0,1,0,0,0,1,0,0,0,0,0
20009,0.71,3,62.9,59.0,2008,0,0,0,0,1,0,0,1,0,0,0,0,0
22962,1.22,5,62.1,56.0,6388,0,0,0,1,0,0,0,1,0,0,0,0,0
20421,1.06,3,60.6,56.0,9433,0,1,0,0,0,0,1,0,0,0,0,0,0
7703,0.32,5,61.2,56.0,730,0,0,1,0,0,0,0,0,0,0,0,0,1
18069,0.34,5,60.1,56.0,447,0,1,0,0,0,0,0,0,1,0,0,0,0
26784,1.01,1,58.7,67.0,3816,0,0,1,0,0,0,0,0,1,0,0,0,0
22181,0.74,3,60.3,57.0,2505,0,0,1,0,0,0,0,0,1,0,0,0,0
20131,1.01,2,63.7,56.0,6529,0,0,1,0,0,0,0,0,0,1,0,0,0
14930,0.71,3,60.3,62.0,3131,0,0,0,0,0,0,0,0,0,0,1,0,0
14634,0.7,5,60.4,57.0,2623,0,0,0,0,1,0,0,1,0,0,0,0,0
4804,0.33,5,62.4,55.0,750,0,1,0,0,0,0,0,0,0,0,0,0,1
3159,0.51,5,62.0,56.0,1443,0,0,1,0,0,0,0,0,0,0,1,0,0
11697,1.0,2,62.4,59.0,4936,1,0,0,0,0,0,0,1,0,0,0,0,0
1641,1.2,4,60.7,60.0,6250,0,0,0,1,0,0,0,0,0,0,1,0,0
24869,1.4,4,62.9,55.0,8847,0,0,0,1,0,0,0,0,0,0,1,0,0
14333,0.57,5,61.2,55.0,1942,0,0,1,0,0,0,0,0,0,1,0,0,0
26153,1.01,3,61.745146555006194,58.0,4566,1,0,0,0,0,0,0,0,1,0,0,0,0
6976,0.5,4,58.0,59.0,1715,0,1,0,0,0,0,0,0,0,1,0,0,0
4774,0.78,5,60.6,57.0,3004,0,0,1,0,0,0,0,1,0,0,0,0,0
15723,0.52,3,63.3,55.0,1815,0,0,1,0,0,0,0,0,0,1,0,0,0
5190,0.41,3,63.6,57.0,680,0,1,0,0,0,0,0,1,0,0,0,0,0
22110,1.02,3,61.6,61.0,4291,0,0,1,0,0,0,0,0,1,0,0,0,0
9523,1.01,1,64.7,57.0,5430,0,0,0,0,0,0,0,1,0,0,0,0,0
8282,1.18,4,61.745146555006194,60.0,4988,0,0,1,0,0,0,0,0,1,0,0,0,0
23014,0.41,5,61.7,56.0,1432,1,0,0,0,0,0,0,0,0,0,0,0,1
15209,1.0,3,59.4,63.0,5322,1,0,0,0,0,0,0,1,0,0,0,0,0
14587,0.35,4,59.7,60.0,788,1,0,0,0,0,0,0,1,0,0,0,0,0
9154,1.0,3,63.8,58.0,6389,0,0,1,0,0,0,0,0,0,0,1,0,0
20320,0.57,5,62.3,54.0,1441,0,0,1,0,0,0,0,1,0,0,0,0,0
15088,1.0,1,65.8,58.0,3348,0,0,0,0,1,0,0,0,1,0,0,0,0
14457,1.07,4,62.4,59.0,5498,0,0,0,1,0,0,0,0,0,0,1,0,0
8273,1.02,4,60.2,61.0,4238,0,1,0,0,0,0,0,0,1,0,0,0,0
11663,0.55,4,62.2,58.0,1698,0,1,0,0,0,0,0,0,0,0,1,0,0
17556,0.78,5,62.3,55.0,2456,0,0,0,0,0,1,0,0,0,0,1,0,0
14404,0.51,5,60.1,57.0,1611,0,0,0,1,0,0,0,0,0,0,0,0,1
21778,0.71,1,64.4,56.0,1826,0,0,0,0,0,1,0,0,0,0,1,0,0
23644,0.48,3,59.5,57.0,2329,0,0,0,0,0,0,0,0,0,0,0,0,1
22688,0.53,5,63.0,57.0,1262,1,0,0,0,0,0,0,0,1,0,0,0,0
15036,1.0,4,60.4,60.0,4648,1,0,0,0,0,0,0,0,1,0,0,0,0
26525,0.73,5,62.0,54.0,2583,0,0,0,1,0,0,0,0,0,0,1,0,0
22066,1.07,4,62.2,58.0,6040,0,0,1,0,0,0,0,0,0,0,1,0,0
7248,0.91,5,62.3,56.0,3664,0,0,1,0,0,0,0,0,1,0,0,0,0
6716,1.56,3,61.0,58.0,12207,0,1,0,0,0,0,0,1,0,0,0,0,0
12502,1.01,2,63.1,58.0,4004,0,1,0,0,0,0,0,0,1,0,0,0,0
6418,0.63,5,61.1,58.0,3181,1,0,0,0,0,0,0,0,0,0,0,1,0
4716,1.27,5,62.0,55.0,5308,0,1,0,0,0,0,0,0,1,0,0,0,0
601,0.35,5,60.8,55.0,872,0,1,0,0,0,0,0,0,0,0,0,0,1
11586,0.52,4,61.1,57.0,1088,1,0,0,0,0,0,0,0,1,0,0,0,0
26173,0.3,4,61.0,60.0,878,0,0,1,0,0,0,0,0,0,0,0,0,1
19626,0.55,4,60.2,59.0,1848,0,0,1,0,0,0,0,1,0,0,0,0,0
18030,0.32,4,59.4,58.0,645,0,1,0,0,0,0,0,0,0,0,1,0,0
13260,1.09,5,60.9,56.0,10333,1,0,0,0,0,0,0,0,0,0,0,0,1
25746,0.7,2,64.5,57.0,2137,0,0,0,1,0,0,0,0,0,0,1,0,0
5152,1.26,5,61.0,57.0,6477,1,0,0,0,0,0,0,0,1,0,0,0,0
2235,0.3,5,61.1,58.0,886,0,1,0,0,0,0,1,0,0,0,0,0,0
6049,0.79,4,61.1,59.0,2362,0,0,0,1,0,0,0,0,0,0,1,0,0
13049,1.01,2,61.8,59.0,6912,0,0,0,0,0,0,0,0,0,0,1,0,0
20952,0.54,5,61.5,56.0,1594,1,0,0,0,0,0,0,1,0,0,0,0,0
18783,0.26,4,60.9,59.0,635,1,0,0,0,0,0,0,0,0,0,0,1,0
6832,0.53,3,63.2,56.0,1601,0,0,0,0,0,0,0,0,0,0,1,0,0
7806,0.7,4,62.9,59.0,2874,0,0,1,0,0,0,0,0,0,0,0,0,1
17403,1.01,3,62.9,55.0,4171,0,0,0,0,1,0,0,0,1,0,0,0,0
17208,0.41,5,62.2,54.0,1151,0,1,0,0,0,0,1,0,0,0,0,0,0
25806,0.75,5,61.3,56.0,2773,0,0,0,0,0,0,0,0,1,0,0,0,0
1524,1.54,5,61.9,57.0,8275,0,0,0,0,0,1,0,0,0,0,1,0,0
24621,1.28,5,61.7,56.0,13360,0,0,1,0,0,0,1,0,0,0,0,0,0
25345,0.54,5,62.7,57.0,1681,0,0,0,0,1,0,0,0,0,0,0,1,0
4034,0.34,5,62.1,57.0,1084,1,0,0,0,0,0,0,0,0,0,0,1,0
8257,0.32,5,60.9,55.0,715,0,0,0,0,0,0,0,1,0,0,0,0,0
20211,1.17,1,60.0,66.0,4717,0,0,0,1,0,0,0,0,1,0,0,0,0
10533,0.46,5,62.6,55.0,1736,1,0,0,0,0,0,0,0,0,0,0,0,1
14743,1.04,3,60.9,58.0,5447,0,0,0,1,0,0,0,0,0,0,1,0,0
4143,1.58,2,58.6,62.0,9775,0,0,0,0,1,0,0,0,0,1,0,0,0
26749,0.9,2,57.4,63.0,1939,0,0,0,1,0,0,0,0,0,0,0,0,0
20858,1.21,4,61.5,61.0,5387,0,1,0,0,0,0,0,0,1,0,0,0,0
25789,0.5,5,62.3,58.0,1400,0,0,0,1,0,0,0,0,0,0,1,0,0
17590,0.36,4,61.0,59.0,852,0,0,0,0,0,0,0,0,0,0,1,0,0
19027,1.0,2,63.7,57.0,3265,0,0,0,0,0,1,0,0,0,0,0,0,1
18487,0.91,3,59.2,60.0,3998,0,0,0,1,0,0,0,1,0,0,0,0,0
15755,0.25,5,60.6,57.0,535,1,0,0,0,0,0,0,0,0,0,1,0,0
19832,0.33,4,62.7,58.0,492,0,0,0,0,0,0,0,0,1,0,0,0,0
6986,0.32,5,61.9,55.0,602,0,0,1,0,0,0,0,0,0,1,0,0,0
19469,0.32,5,61.8,55.0,612,0,0,0,0,0,0,0,0,1,0,0,0,0
5927,0.71,2,57.5,58.0,1783,1,0,0,0,0,0,0,0,1,0,0,0,0
13113,0.5,2,62.3,64.0,1121,0,0,1,0,0,0,0,0,1,0,0,0,0
7576,0.6,5,61.745146555006194,56.0,1715,0,0,0,0,1,0,0,0,0,0,0,1,0
22142,0.78,3,61.745146555006194,58.0,2271,0,0,0,0,1,0,0,0,1,0,0,0,0
24271,1.28,5,61.8,57.0,7109,0,0,0,1,0,0,0,1,0,0,0,0,0
12517,1.0,4,59.1,61.0,6552,0,0,1,0,0,0,0,0,0,1,0,0,0
16830,0.58,5,61.9,54.0,1865,0,1,0,0,0,0,0,0,0,1,0,0,0
16357,0.33,3,61.7,59.0,787,0,0,0,1,0,0,1,0,0,0,0,0,0
11624,1.03,5,62.1,56.3,10619,0,1,0,0,0,0,0,0,0,0,0,1,0
13449,1.5,3,62.7,58.0,11303,0,0,0,1,0,0,0,0,0,0,0,0,1
13414,0.34,5,61.9,54.0,426,0,1,0,0,0,0,0,0,1,0,0,0,0
10786,1.02,2,63.7,62.0,4443,1,0,0,0,0,0,0,1,0,0,0,0,0
6818,0.7,3,58.5,60.0,3028,0,1,0,0,0,0,0,0,0,0,0,0,1
15063,0.61,3,61.5,57.0,2266,0,0,0,0,0,0,0,0,0,0,1,0,0
21944,1.0,1,64.7,60.0,4312,0,0,1,0,0,0,0,1,0,0,0,0,0
3881,0.41,2,63.1,64.0,981,1,0,0,0,0,0,0,0,0,0,1,0,0
1373,1.7,3,63.2,57.0,9253,0,0,0,0,0,1,0,1,0,0,0,0,0
1891,1.12,4,60.1,58.0,5233,0,0,1,0,0,0,0,1,0,0,0,0,0
24578,1.2,3,60.2,58.0,5408,0,0,0,1,0,0,0,0,1,0,0,0,0
24127,0.38,4,62.7,58.0,700,0,1,0,0,0,0,0,1,0,0,0,0,0
11410,0.41,2,63.7,56.0,647,0,0,0,0,0,1,0,0,0,1,0,0,0
1679,0.35,3,63.0,57.0,771,0,0,0,0,0,0,0,0,0,1,0,0,0
6661,1.53,5,62.9,57.0,7968,0,0,0,0,1,0,0,0,0,1,0,0,0
13719,0.5,4,62.5,58.0,1746,0,0,1,0,0,0,0,0,0,1,0,0,0
12697,0.28,5,62.0,53.0,665,0,1,0,0,0,0,0,0,0,1,0,0,0
15841,0.73,1,66.1,58.0,1175,0,0,0,0,1,0,0,0,0,0,0,0,0
21207,1.5,3,63.1,57.0,7495,0,0,0,1,0,0,0,0,1,0,0,0,0
24490,1.5,3,58.4,61.0,8662,0,0,0,0,1,0,0,0,0,0,1,0,0
4366,0.54,5,60.8,56.0,2356,0,1,0,0,0,0,0,0,0,0,0,1,0
2923,0.75,5,60.8,57.0,1944,0,0,0,0,0,1,0,0,1,0,0,0,0
8309,1.04,4,61.0,60.0,4240,1,0,0,0,0,0,0,0,1,0,0,0,0
10860,0.5,3,63.3,56.0,2070,0,0,1,0,0,0,0,0,0,0,0,1,0
20239,0.52,5,60.8,55.0,1691,0,0,1,0,0,0,0,0,0,1,0,0,0
98,0.51,5,61.8,55.0,1557,0,0,1,0,0,0,0,0,0,0,1,0,0
14479,0.6,4,58.9,59.0,1378,0,1,0,0,0,0,0,0,1,0,0,0,0
23679,0.35,5,62.3,55.0,1024,0,0,0,1,0,0,0,0,0,0,0,1,0
8715,2.01,3,63.3,56.0,10490,0,0,0,0,0,1,0,0,1,0,0,0,0
3196,0.32,4,61.3,59.0,900,1,0,0,0,0,0,0,0,0,0,1,0,0
18425,1.04,2,63.8,57.0,7049,0,0,1,0,0,0,0,0,0,1,0,0,0
17994,1.26,5,62.0,56.0,5398,0,0,0,0,0,1,0,1,0,0,0,0,0
21382,1.56,5,62.3,55.0,6716,0,0,0,1,0,0,0,0,1,0,0,0,0
14169,0.28,3,60.4,59.0,487,1,0,0,0,0,0,0,0,0,0,1,0,0
8555,0.5,3,61.7,59.0,2115,0,0,0,0,0,0,0,0,0,0,0,0,1
7995,1.53,3,63.1,59.0,8654,1,0,0,0,0,0,0,0,1,0,0,0,0
12438,0.35,4,60.6,60.0,798,0,0,0,1,0,0,0,0,0,0,0,1,0
26642,0.38,5,61.8,56.0,947,1,0,0,0,0,0,0,0,0,0,0,0,1
21723,1.02,4,62.3,59.0,5890,0,0,0,0,0,0,0,1,0,0,0,0,0
4979,0.9,4,63.0,58.0,3473,0,0,0,0,0,0,0,0,1,0,0,0,0
1414,0.38,5,61.745146555006194,57.0,879,0,0,1,0,0,0,0,0,0,0,0,0,1
6128,0.76,4,61.1,58.0,2148,0,0,0,0,0,1,0,0,0,1,0,0,0
6299,0.9,4,61.7,59.0,4266,0,0,0,1,0,0,0,0,0,0,1,0,0
9897,0.8,5,61.0,57.0,2818,0,0,0,1,0,0,0,1,0,0,0,0,0
146,0.59,3,61.7,57.0,1412,0,1,0,0,0,0,0,1,0,0,0,0,0
6555,0.42,4,61.2,60.0,803,0,0,0,0,1,0,0,1,0,0,0,0,0
2090,0.3,5,62.0,54.0,776,0,1,0,0,0,0,0,0,0,0,1,0,0
2312,1.36,5,61.9,56.0,6973,0,0,0,0,0,1,0,0,0,0,0,0,1
18160,0.41,3,63.0,56.0,705,0,1,0,0,0,0,0,1,0,0,0,0,0
24796,0.54,5,61.2,55.0,2302,0,0,0,0,0,0,0,0,0,0,0,0,1
14127,0.7,5,61.3,57.0,1961,0,0,0,0,1,0,0,0,1,0,0,0,0
23886,1.08,2,63.8,59.0,5927,0,0,0,0,0,0,0,1,0,0,0,0,0
20232,0.7,3,63.3,56.0,2657,0,0,1,0,0,0,0,0,0,0,1,0,0
26538,0.72,3,60.2,59.0,2846,0,1,0,0,0,0,0,0,0,1,0,0,0
10770,0.31,2,61.7,61.0,653,0,0,0,0,0,0,0,0,0,1,0,0,0
10279,0.32,3,63.0,57.0,561,0,0,0,1,0,0,0,0,0,1,0,0,0
11641,1.54,5,60.8,57.0,16316,0,0,1,0,0,0,0,0,0,0,0,1,0
12753,0.38,5,61.1,55.0,721,0,0,0,1,0,0,0,0,0,1,0,0,0
12057,0.3,5,61.8,56.0,661,0,0,0,0,0,0,0,0,0,1,0,0,0
19962,0.3,5,61.4,54.0,670,0,0,0,0,0,0,0,0,0,0,1,0,0
19484,0.38,5,62.2,57.0,1026,0,1,0,0,0,0,0,0,0,0,1,0,0
21671,1.0,2,64.0,57.0,4372,0,1,0,0,0,0,0,1,0,0,0,0,0
2456,2.04,3,63.0,58.0,13609,0,0,0,0,0,1,0,0,0,0,1,0,0
10662,1.26,1,53.2,61.0,4966,0,0,1,0,0,0,0,0,1,0,0,0,0
22771,0.42,5,62.3,55.0,686,0,0,1,0,0,0,0,0,1,0,0,0,0
12635,0.31,5,62.1,55.0,516,1,0,0,0,0,0,0,1,0,0,0,0,0
25631,1.03,1,57.6,58.0,4328,0,0,0,0,1,0,0,0,0,1,0,0,0
15267,0.7,5,61.7,55.0,3612,1,0,0,0,0,0,0,0,0,0,1,0,0
19753,0.27,3,62.5,59.0,544,0,1,0,0,0,0,0,0,0,0,0,0,1
17425,2.2,5,61.7,55.0,18059,0,0,0,0,1,0,0,1,0,0,0,0,0
21613,1.25,3,61.6,57.0,8851,1,0,0,0,0,0,0,0,0,0,1,0,0
6662,0.34,5,60.8,57.0,805,1,0,0,0,0,0,0,0,0,1,0,0,0
25627,0.41,4,62.0,57.0,1153,1,0,0,0,0,0,0,0,0,1,0,0,0
21862,0.3,5,61.7,57.0,764,0,0,1,0,0,0,0,0,0,0,0,1,0
23260,0.53,4,60.8,58.0,1914,0,0,1,0,0,0,0,0,0,0,0,0,1
26104,0.32,4,62.1,55.0,828,0,0,1,0,0,0,0,0,0,1,0,0,0
3831,0.9,2,61.8,56.0,3253,0,0,1,0,0,0,0,0,1,0,0,0,0
16560,0.3,5,62.3,56.0,506,0,0,0,0,1,0,0,1,0,0,0,0,0
22106,0.87,3,60.2,60.0,3664,0,0,0,0,0,0,0,1,0,0,0,0,0
22170,2.02,5,62.2,57.0,10412,0,0,0,0,1,0,0,0,1,0,0,0,0
24773,1.0,4,61.5,59.0,4144,0,1,0,0,0,0,0,0,1,0,0,0,0
18555,2.01,4,62.6,58.0,14502,1,0,0,0,0,0,0,0,1,0,0,0,0
7253,1.01,5,61.6,56.0,7229,0,1,0,0,0,0,0,0,0,0,1,0,0
8091,0.4,5,61.4,57.0,926,0,0,0,1,0,0,0,0,0,0,1,0,0
19571,1.01,4,61.5,56.0,5864,0,0,1,0,0,0,0,0,0,0,1,0,0
25171,0.62,4,59.3,58.0,1253,0,0,1,0,0,0,0,1,0,0,0,0,0
660,0.32,2,60.3,64.0,756,1,0,0,0,0,0,0,0,0,1,0,0,0
171,0.81,5,61.9,57.0,2977,0,1,0,0,0,0,0,1,0,0,0,0,0
21525,1.12,3,62.4,55.0,4538,0,0,0,1,0,0,0,0,1,0,0,0,0
12489,0.71,3,60.7,61.0,1805,0,0,0,0,0,1,0,0,1,0,0,0,0
22166,1.01,2,64.0,59.0,3932,0,0,0,0,0,0,0,0,1,0,0,0,0
9058,0.71,3,62.9,59.0,2226,0,0,0,0,1,0,0,0,0,1,0,0,0
1776,1.09,5,61.3,56.0,6288,0,0,0,1,0,0,0,0,0,0,1,0,0
26763,0.9,3,62.6,55.0,4668,0,0,1,0,0,0,0,0,0,0,0,0,1
21455,0.61,3,59.7,63.0,1548,0,0,1,0,0,0,0,1,0,0,0,0,0
18263,2.53,1,64.6,59.0,17103,0,0,0,1,0,0,0,0,1,0,0,0,0
21962,1.51,3,60.8,56.0,8372,0,0,0,1,0,0,0,0,1,0,0,0,0
23189,0.74,4,60.2,60.0,2621,0,0,1,0,0,0,0,0,0,0,1,0,0
21021,0.35,4,59.9,61.0,672,1,0,0,0,0,0,0,0,1,0,0,0,0
25461,1.0,4,61.3,59.0,6692,0,1,0,0,0,0,0,0,0,1,0,0,0
23703,0.3,5,61.8,55.0,776,0,0,1,0,0,0,0,0,0,1,0,0,0
17578,1.3,3,63.4,57.0,6307,0,0,0,1,0,0,0,1,0,0,0,0,0
2460,0.51,4,62.0,61.0,1758,1,0,0,0,0,0,0,0,0,1,0,0,0
4124,0.81,3,64.0,60.0,2714,0,0,0,0,1,0,0,0,0,0,1,0,0
16768,1.05,3,62.3,56.0,7010,0,0,1,0,0,0,0,0,0,1,0,0,0
11279,0.25,3,61.5,56.0,560,1,0,0,0,0,0,0,0,0,0,0,1,0
13899,1.71,5,61.9,57.0,11816,1,0,0,0,0,0,0,0,1,0,0,0,0
2722,0.31,3,63.0,57.0,544,1,0,0,0,0,0,0,1,0,0,0,0,0
13085,0.28,3,60.2,58.0,628,0,1,0,0,0,0,0,0,0,0,0,0,1
19070,0.59,5,60.7,57.0,3422,1,0,0,0,0,0,0,0,0,0,0,1,0
19600,0.53,5,60.0,57.0,1865,0,0,1,0,0,0,0,0,0,0,0,0,1
19337,0.3,5,62.2,57.0,886,0,1,0,0,0,0,1,0,0,0,0,0,0
3834,0.73,5,61.8,57.0,2671,0,0,0,0,0,0,0,0,1,0,0,0,0
620,0.7,3,59.5,58.0,2812,0,1,0,0,0,0,0,0,0,0,1,0,0
9317,0.73,3,62.8,59.0,2426,0,0,0,0,1,0,0,0,0,0,1,0,0
18543,0.4,2,60.2,63.0,681,0,0,0,1,0,0,0,1,0,0,0,0,0
266,0.43,5,62.0,55.0,1129,0,0,0,0,0,0,0,0,0,0,1,0,0
12805,0.7,5,61.8,56.0,2691,0,0,0,1,0,0,0,0,0,1,0,0,0
25304,0.7,3,58.8,56.0,2473,1,0,0,0,0,0,0,0,0,0,1,0,0
4545,1.01,3,59.7,58.0,4858,0,0,0,0,1,0,0,0,0,1,0,0,0
11201,2.15,5,62.5,57.0,14534,0,0,0,0,1,0,0,1,0,0,0,0,0
19204,1.07,5,61.5,55.0,5281,0,0,0,0,0,1,0,1,0,0,0,0,0
20839,1.51,3,60.6,60.2,7441,0,0,0,0,1,0,0,0,1,0,0,0,0
6282,0.5,2,63.8,55.0,1415,1,0,0,0,0,0,0,1,0,0,0,0,0
3777,0.32,5,62.5,56.0,645,0,1,0,0,0,0,0,0,0,0,1,0,0
23423,0.3,3,62.9,56.0,526,1,0,0,0,0,0,0,1,0,0,0,0,0
15599,0.91,4,60.4,61.0,3376,0,0,1,0,0,0,0,0,1,0,0,0,0
15849,1.31,4,60.8,58.0,6529,0,0,0,1,0,0,0,0,1,0,0,0,0
8533,0.3,4,59.2,59.0,658,1,0,0,0,0,0,0,0,0,0,1,0,0
7035,0.54,5,61.9,56.0,1260,0,0,0,0,1,0,0,0,0,0,1,0,0
7056,0.4,1,64.7,58.0,857,0,1,0,0,0,0,0,1,0,0,0,0,0
26367,0.7,2,64.2,58.0,1697,0,0,0,1,0,0,0,0,1,0,0,0,0
25362,0.31,5,62.0,54.0,914,0,1,0,0,0,0,1,0,0,0,0,0,0
15780,0.75,4,59.9,54.0,2760,1,0,0,0,0,0,0,1,0,0,0,0,0
5193,1.22,4,60.6,61.0,6354,0,0,0,0,1,0,0,0,0,1,0,0,0
14365,0.31,3,62.5,57.0,816,0,0,1,0,0,0,0,0,0,0,0,1,0
15112,0.44,5,61.1,56.0,1924,1,0,0,0,0,0,0,0,0,0,0,1,0
26284,2.51,4,59.6,60.0,17452,0,0,0,0,0,1,0,1,0,0,0,0,0
24872,0.3,5,62.5,55.0,665,0,0,1,0,0,0,0,0,0,0,0,0,1
22269,1.09,5,61.2,57.0,8295,0,0,1,0,0,0,0,0,0,0,0,0,1
18953,0.39,3,62.9,58.0,1232,0,0,0,0,0,0,0,0,0,0,0,0,1
6436,0.38,5,62.2,55.0,866,1,0,0,0,0,0,0,0,0,1,0,0,0
1646,1.12,5,62.4,56.0,4712,0,0,1,0,0,0,0,0,1,0,0,0,0
26738,0.51,5,61.7,55.0,1354,0,0,0,1,0,0,0,1,0,0,0,0,0
21779,0.52,4,61.4,56.0,1235,0,0,1,0,0,0,0,0,1,0,0,0,0
3247,0.45,3,62.9,58.4,1311,0,0,0,0,0,0,0,0,0,0,1,0,0
3953,2.01,2,64.0,56.0,6686,0,1,0,0,0,0,0,0,0,0,0,0,0
5019,0.55,5,61.3,57.0,1792,0,0,1,0,0,0,0,0,0,1,0,0,0
2469,0.76,5,62.9,54.0,1896,0,0,0,0,0,1,0,1,0,0,0,0,0
18173,0.72,4,62.7,59.0,2757,0,0,0,0,0,0,0,1,0,0,0,0,0
5363,0.43,2,63.4,57.0,943,0,1,0,0,0,0,0,0,0,1,0,0,0
15998,0.3,4,61.3,60.0,526,1,0,0,0,0,0,0,1,0,0,0,0,0
22897,2.1,3,60.6,60.0,12612,0,0,0,0,1,0,0,0,1,0,0,0,0
22159,0.87,3,61.0,56.0,2993,0,0,0,1,0,0,0,0,1,0,0,0,0
6744,0.3,5,61.6,57.0,605,0,1,0,0,0,0,0,0,0,0,1,0,0
25010,0.42,5,61.3,56.0,1031,0,0,1,0,0,0,0,0,0,0,0,0,1
19853,0.72,5,61.4,55.0,2112,0,0,0,1,0,0,0,0,1,0,0,0,0
11577,1.05,5,61.745146555006194,57.0,9784,0,1,0,0,0,0,0,0,0,0,0,1,0
324,1.74,5,64.5,56.0,12361,0,0,0,0,0,0,0,0,1,0,0,0,0
573,0.31,5,61.8,54.0,789,0,0,1,0,0,0,0,0,0,0,0,1,0
26140,0.72,5,61.3,56.0,2372,0,0,0,1,0,0,0,0,1,0,0,0,0
17281,1.53,4,61.7,59.0,9747,0,0,1,0,0,0,0,1,0,0,0,0,0
7485,0.28,5,61.4,56.0,487,1,0,0,0,0,0,0,0,0,1,0,0,0
19818,1.5,1,59.9,68.0,8190,1,0,0,0,0,0,0,0,1,0,0,0,0
5344,1.52,2,63.9,56.0,15649,1,0,0,0,0,0,0,0,0,1,0,0,0
4118,1.5,3,60.8,58.0,9804,0,0,0,0,1,0,0,0,0,0,1,0,0
9153,0.92,5,63.0,57.0,3697,0,0,1,0,0,0,0,0,1,0,0,0,0
20703,1.54,5,61.9,57.0,12978,0,1,0,0,0,0,0,0,0,0,1,0,0
14693,0.33,4,61.9,58.0,666,0,0,1,0,0,0,0,0,0,1,0,0,0
26699,0.32,3,61.9,54.0,983,0,0,0,0,0,0,0,0,0,0,0,1,0
6468,0.71,2,59.2,61.0,2651,1,0,0,0,0,0,0,1,0,0,0,0,0
23755,0.3,4,61.6,59.0,574,0,0,1,0,0,0,0,1,0,0,0,0,0
24913,0.58,5,61.9,57.0,1984,1,0,0,0,0,0,0,0,0,0,1,0,0
10422,2.33,3,63.2,56.0,13500,0,0,0,1,0,0,0,0,1,0,0,0,0
17233,1.24,5,61.6,56.0,7743,0,0,0,1,0,0,0,0,0,1,0,0,0
2397,2.2,5,62.6,55.0,14408,0,0,0,1,0,0,0,0,1,0,0,0,0
